trip_id_unique,trip_duration_in_minutes
222074a,74.83522
222076a,86.628334
222077a,75.9213
222078a,80.22682
222079a,75.45994
222081a,78.314964
222082a,121.2076
222084a,26.923914
222087a,64.09404
222096a,70.81966
222097a,107.94259
222098a,94.75792
222100a,92.660034
222101a,71.47145
222102a,76.94686
222108a,82.03649
222109a,47.243393
222113a,118.786995
222115a,49.286438
222131a,92.621155
222132a,728.0177
222133a,189.1277
222134a,76.06023
222139a,101.64914
222142a,56.282677
222172a,141.3759
222175a,2.7140663
222198a,74.56426
222200a,51.67115
222201a,103.598404
222202a,81.69642
222203a,75.706696
222204a,24.790016
222309a,78.494446
222310a,84.36584
222311a,85.8121
222320a,93.238625
222333a,62.044403
222334a,86.90692
222400a,70.600494
222401a,66.34018
222402a,79.315
222403a,47.652405
222404a,74.80682
222406a,71.34654
222408a,95.79872
222409a,64.537506
222410a,142.76775
222471a,72.60296
222474a,55.221954
222480a,235.03612
222507a,177.75381
222508a,200.40701
222544a,80.51397
222546a,59.240665
222554a,69.37797
222556a,72.73012
222557a,82.9696
222558a,105.477356
222560a,66.939514
222561a,62.201893
222562a,79.13193
222563a,83.95201
222567a,43.639793
222568a,57.270588
222570a,54.50698
222571a,8.136014
222572a,89.33134
222577a,68.55392
222584a,59.82129
222585a,72.40849
222586a,65.272255
222593a,121.63696
222596a,68.59108
222600a,70.60603
222601a,77.445274
222603a,99.47759
222796a,49.996307
222797a,89.640236
222798a,47.247414
310030c,9.284568
310031c,71.45044
310059c,64.86932
310060c,58.182453
310062c,98.28904
310063c,281.35413
310064c,99.37607
310065c,55.152744
310071c,85.07648
310072c,64.458046
310077c,92.35701
310078a,24.160246
310079a,66.05692
310080a,79.80987
310081c,55.47803
310084c,73.22367
310091c,81.00327
310092c,75.29591
310096c,244.70634
310100c,45.295525
310102c,79.06961
310103c,82.44822
310105c,78.318054
310106c,75.47743
310108c,166.03282
310113c,26.840372
310115c,84.94298
310117a,58.969913
310118c,79.619995
310119c,67.28667
310120a,254.00919
310120c,49.329426
310121a,92.448616
310121c,59.79671
310122b,63.343018
310123b,75.63072
310127b,59.69012
310128b,136.61807
310129b,65.40939
310130b,75.17461
310132c,75.33649
310138b,65.99855
310139b,79.22469
310140b,99.84125
310141c,74.72127
310144c,839.0289
310147a,62.6256
310148c,66.952225
310149a,82.753654
310154c,62.14443
310155c,54.049473
310157c,674.294
310158c,875.10706
310159c,80.442505
310160c,103.39621
310161c,64.149925
310162b,60.162136
310163b,79.883
310164b,69.61182
310167b,55.697697
310168b,53.226963
310169b,72.48809
310170b,62.333866
310170c,65.71268
310171c,107.35562
310172b,62.741238
310172c,924.85455
310173c,79.22418
310174c,79.41265
310175c,55.23517
310178c,149.91049
310180c,74.38968
310183c,60.305756
310199c,49.165398
310200c,84.90839
310201c,55.64306
310202c,82.45989
310203c,75.678795
310215c,55.234795
310216c,101.36914
310219c,78.4806
310221c,74.09014
310224c,76.43506
310225c,354.20782
310242c,118.68719
310244c,80.04731
310247c,73.61595
310248c,97.39237
310253a,78.989525
310254a,61.83865
310255a,65.0303
310258c,91.91458
310278a,55.714428
310279b,357.69952
310280a,66.10375
310280b,160.5492
310281b,50.715336
310282b,140.80487
310282c,53.4494
310283b,70.89427
310283c,68.13736
310284b,104.19347
310284c,70.354324
310285c,77.29719
310293b,86.33201
310296b,31.187588
310297b,93.05991
310297c,62.250767
310298b,57.317978
310314c,75.90435
310315c,147.97348
310316c,104.86745
310320c,96.80353
310321c,551.0329
310322c,743.2688
310323c,158.89052
310339a,133.46417
310340a,78.1215
310342c,76.221245
310343a,76.805824
310347a,75.08237
310348a,241.21053
310349a,82.46631
310371a,44.679756
310371b,254.12085
310371c,196.08774
310372a,65.42035
310372c,55.86388
310373a,53.358894
310373b,87.97415
310374c,104.85826
310376a,73.03102
310376c,363.01877
310380a,142.03047
310390b,78.04027
310400a,50.8658
310402a,70.971016
310402c,120.579865
310403a,62.37988
310403c,995.20746
310404c,88.05967
310413c,57.055622
310414b,129.74696
310414c,60.931854
310416a,94.84724
310418a,199.18997
310419a,70.56957
310421a,64.715485
310424b,89.56394
310425b,-1.3171133
310428a,225.60426
310428b,75.92292
310430a,74.46085
310431a,191.25919
310431b,90.29747
310434b,42.77147
310436a,76.67379
310439a,82.73166
310440a,93.29815
310441a,95.17645
310442a,50.455982
310443a,61.60171
310445a,200.13971
310447a,645.80396
310448a,89.72232
310449a,77.08998
310449c,83.02259
310450c,152.81076
310451a,59.061626
310451c,51.594315
310452a,70.18115
310452c,65.83377
310462a,52.20962
310463a,99.65421
310464a,48.82004
310464c,83.8932
310465c,76.609375
310466c,79.01332
310469a,34.994576
310474a,89.2487
310475a,135.33109
310489a,69.636185
310496c,71.00119
310497c,97.255394
310499c,72.79435
310500c,98.85871
310505c,74.801956
310517a,75.07531
310518a,211.26248
310520a,200.8016
310537b,63.878563
310538b,51.907772
310538c,59.988934
310539b,69.09565
310539c,92.27502
310540b,113.201935
310541b,58.729618
310542b,69.759056
310542c,55.902687
310543c,67.922516
310545c,84.39079
310546c,80.04834
310547c,52.219505
310548c,302.04965
310549c,626.49414
310556b,87.59854
310558b,90.15827
310559b,98.10545
310561b,54.260178
310562b,125.51398
310563b,65.49517
310577b,100.52127
310578b,66.96172
310581c,116.69318
310583c,60.42589
310585b,49.714493
310585c,83.415276
310586b,60.539116
310586c,110.32313
310587b,111.0284
310587c,60.14593
310593c,86.005226
310598c,197.31242
310599c,200.84773
310602c,68.40849
310604c,126.96934
310609c,94.80072
310610c,93.76283
310611c,629.53955
310612c,73.4989
310614b,81.43669
310614c,76.47517
310616b,125.400055
310617b,59.212055
310618b,57.604885
310625b,43.496197
310626b,35.87913
310637c,82.66168
310638c,656.1334
310639b,106.568535
310639c,96.92532
310640b,71.27894
310640c,79.992004
310641b,135.79291
310642b,51.976994
310643b,61.166725
310643c,214.48907
310644b,88.73441
310645c,108.45933
310646b,61.854675
310647b,63.17666
310647c,78.25362
310649b,110.30378
310650b,68.78835
310669c,117.76816
310670c,134.225
310683c,97.6653
310684c,69.97398
310695c,84.2335
310696c,68.45507
310697c,64.565765
310698c,83.329216
310699c,115.76564
310706c,59.53471
310709c,90.205376
310711c,804.3144
310741c,77.74336
310742c,110.31927
310743c,68.93815
310744c,67.630135
310748c,78.137085
310749c,63.064213
310762b,74.83715
310763b,232.69531
310764b,73.63212
310765c,57.248722
310766c,71.28206
310767c,86.639465
310768b,71.70258
310768c,86.5727
310769c,79.06545
310771c,71.44341
310773c,92.87693
310774c,58.785454
310775c,79.775826
310781c,74.220215
310782b,80.5584
310782c,65.44561
310783b,74.626785
310786b,63.41609
310788b,64.97011
310789b,67.17591
310799c,67.69275
310800c,84.6921
310801c,255.08612
310802c,56.087917
310804c,223.43369
310805c,71.97081
310809c,240.98433
310810b,99.902756
310815b,72.649765
310816b,268.3076
310818c,81.695274
310853b,87.97027
310854b,211.88937
310855b,90.90408
310857a,53.447926
310858a,82.77496
310858b,66.754456
310859b,648.0383
310860a,52.927727
310861a,59.13695
310871c,101.37979
310887c,241.6855
310888c,84.426445
310889c,52.825058
310890c,52.194695
310891c,387.89658
310892c,107.10111
310893c,74.727844
310894c,76.7506
310945c,59.07008
310948a,96.1702
310948c,53.348213
310951a,88.5711
310951c,95.4381
310952c,93.7936
310959c,120.74335
310960c,56.139557
310961c,72.53974
310962c,80.505844
310966c,422.38947
310969c,108.26501
310970c,74.46085
310972c,67.88148
310982c,71.949455
310983c,87.66239
310985c,53.567078
310986c,103.92334
310988c,63.2486
310989c,862.691
310991b,63.42808
310993a,67.84868
310995a,374.72437
310996a,101.06051
310998a,92.67638
310998c,55.718147
310999a,82.50869
311000c,626.5265
311001a,100.918785
311001c,149.1074
311004b,49.186947
311005b,94.44928
311006b,85.68853
311007b,55.080467
311008b,94.0358
311009b,83.22804
311010b,71.95077
311011b,58.70856
311011c,175.3199
311013b,55.45764
311013c,142.70923
311014b,81.78245
311074c,208.5403
311077c,68.061035
311078c,73.484215
311079c,55.628277
311084c,64.83301
311087c,64.149925
311089c,568.2831
311090c,113.536156
311092c,51.09791
311094c,67.752716
311095c,109.08248
311107c,76.39459
311108c,61.180855
311109c,61.897503
311124c,79.70148
311125c,106.16905
311126c,71.2506
311127c,65.36494
311128c,70.23388
311129c,91.24059
311136b,74.41811
311137b,75.52414
311138b,206.01254
311142b,93.25401
311144b,86.51531
311145b,117.9478
311146b,78.04289
311147b,54.54712
311154b,80.42632
311155b,105.7414
311155c,50.003056
311156b,84.813446
311158b,51.57891
311159b,64.142845
311161c,56.01628
311163c,96.00385
311166b,64.24047
311168b,63.91358
311170b,112.28941
311186c,123.1832
311187c,80.86665
311189c,49.191326
311190a,346.92676
311190c,67.75005
311191a,72.664856
311196a,122.77247
311242c,80.05817
311243c,140.2324
311245c,159.7341
311246c,98.89896
311247c,60.241764
311248c,94.82513
311251c,73.90936
311252c,91.484924
311258b,68.25783
311259c,82.50754
311261b,238.81113
311263c,92.107796
311264c,69.78631
311269c,88.2307
311271c,91.8319
311272c,58.286003
311275c,73.41563
311276c,87.75896
311277c,62.424812
311278c,384.8725
311279c,112.7631
311281c,51.78213
311282c,70.482
311284c,287.97156
311285c,50.17613
311288c,130.26225
311292b,74.53129
311293b,7.5985293
311293c,46.289032
311294c,57.70409
311295b,117.35255
311295c,264.39313
311296c,67.95555
311297c,92.323685
311298c,64.77884
311300c,85.747185
311301c,85.831726
311311b,91.06602
311312b,68.88052
311313b,69.68161
311318c,70.04391
311319c,66.97412
311321c,83.17585
311323c,53.411797
311324c,138.81708
311325c,71.42538
311326c,81.39335
311329c,96.12177
311330c,56.22042
311331c,56.82288
311337b,57.624195
311338b,211.85925
311339b,51.26301
311340b,54.47877
311341b,62.24934
311342b,63.148235
311345b,855.3478
311347c,197.63297
311348b,115.3778
311352b,56.9096
311353b,127.82175
311354b,55.073517
311356b,88.205315
311357a,99.171
311359a,87.247185
311360a,137.75752
311361a,98.0955
311366a,37.361755
311369a,58.072376
311369b,89.74319
311370b,44.971687
311372a,89.59169
311372b,69.398926
311373a,73.1557
311373b,65.77011
311375a,88.674835
311375c,227.34535
311381c,90.02681
311383c,60.75622
311386c,55.731857
311387c,66.84888
311390c,151.07481
311391c,97.63332
311406c,97.275734
311409c,49.07379
311412a,54.76504
311412c,70.86442
311413a,75.493835
311414a,141.65901
311416a,88.0026
311424c,59.727406
311425a,90.77052
311433c,83.08425
311437c,70.048195
311455a,89.91195
311456a,56.865578
311480a,71.55712
311481a,47.205307
311482a,68.3223
311483a,65.21649
311484a,54.40935
311485a,67.79179
311488a,71.83548
311491a,101.227
311494b,93.38125
311496b,90.904335
311497b,92.027855
311499b,55.993065
311500b,74.44184
311501b,409.15585
311504b,82.95451
311506a,91.700615
311508a,99.26921
311510a,98.604416
311511a,55.519478
311512b,86.10767
311513b,71.05702
311514b,153.48647
311515b,85.77044
311516b,236.03275
311518b,69.957214
311519a,88.31002
311528a,51.852642
311529a,60.391674
311530a,110.07536
311532a,60.43941
311532b,36.20637
311533a,191.98691
311534a,59.372574
311534b,61.51999
311535a,70.12256
311536b,53.284874
311537a,73.21855
311538a,61.98191
311539a,80.252525
311542a,69.434784
311545b,634.749
311547a,76.71667
311547b,75.8187
311548b,52.828823
311549b,243.37645
311559a,104.11259
311560a,73.044716
311562a,79.68143
311564a,84.53264
311567a,78.56533
311568a,138.05043
311570a,142.74124
311577a,68.771126
311581a,71.994484
311621b,224.53888
311623b,71.891266
311624a,76.50665
311624b,75.19588
311625a,344.11945
311625b,88.93669
311626b,56.964275
311627b,82.60996
311628b,85.18546
311631b,65.46903
311632b,82.288536
311643c,32.926548
311649b,79.85336
311651c,79.34405
311652b,58.02196
311652c,81.732155
311653b,91.246155
311653c,86.34334
311654b,121.01027
311655b,83.851105
311655c,78.10287
311656b,78.014915
311657b,220.39977
311658c,61.637115
311659b,94.03188
311660c,72.73659
311662c,101.85625
311663c,73.026344
311664c,90.32187
311665c,82.040665
311666c,81.59138
311667c,98.49428
311669c,81.58633
311671c,55.260403
311676c,89.20439
311677c,61.714924
311681a,45.339447
311681c,89.901146
311682a,58.2742
311682c,378.6054
311683c,115.66403
311684c,106.29457
311687c,63.80034
311694a,72.73989
311704b,-9.019957
311705b,132.41406
311706b,71.26439
311707b,86.27477
311710b,73.71326
311719b,67.52434
311720b,106.90625
311721b,233.91519
311723b,56.40729
311725b,1075.7766
311732b,66.939514
311733b,53.053013
311734b,120.839386
311746c,70.69748
311757a,86.507355
311757c,79.68948
311758c,88.352165
311759b,63.04759
311759c,39.19185
311760c,88.04426
311761b,62.862194
311761c,81.50431
311762b,57.35785
311762c,70.47448
311763b,86.00945
311763c,85.7272
311764b,72.81265
311764c,71.43903
311765b,79.53628
311765c,130.70122
311767c,98.31561
311768c,72.6035
311769c,69.61375
311770c,69.271645
311774c,65.23304
311775c,114.37336
311776c,1065.6213
311777c,100.66428
311783c,49.70042
311785c,78.80179
311789c,97.445045
311791c,67.21814
311795c,82.53281
311829c,131.27257
311832c,71.298325
311836c,84.10535
311841c,46.18927
311842c,99.10326
311843c,70.02197
311844c,86.17069
311845c,76.35105
311851b,75.50007
311851c,112.4354
311852b,89.821304
311853b,55.791252
311854b,53.274452
311855b,392.68082
311855c,219.02519
311857c,91.14341
311863c,55.873207
311864c,45.689198
311865c,93.47592
311866c,59.079132
311884c,218.44872
311888c,86.716385
311892b,113.183044
311893c,72.598045
311895b,431.07373
311896b,79.06409
311896c,75.331985
311897b,70.17343
311897c,63.035442
311898c,65.567245
311899c,58.96745
311900c,78.682755
311901b,91.9614
311902c,87.22782
311903b,69.74727
311908b,98.445496
311911b,47.520607
311917c,75.34981
311922b,90.40222
311923b,236.04785
311923c,48.030636
311924b,72.92925
311927b,67.40252
311927c,95.98538
311929b,52.026142
311930b,84.74971
311931b,63.529514
311932b,658.9494
311933b,86.556786
311934b,65.951645
311935c,93.3047
311936b,68.40469
311936c,68.126335
311937b,68.696594
311942c,74.43623
311953c,103.93247
311961c,65.30919
311964c,121.42134
312013b,60.038994
312022b,75.53097
312025b,99.724785
312026b,54.32468
312027b,120.78056
312028b,57.19419
312029b,84.38391
312030b,462.68677
312031b,76.71667
312062c,145.15582
312063c,923.51404
312069c,84.35632
312098c,124.59888
312099c,64.60842
312100c,57.99205
312101c,61.953045
312102c,54.20621
312103c,78.11819
312104c,136.97429
312109c,135.64171
312115c,70.89331
312116c,49.38999
312120c,88.04366
312121c,63.401424
312122c,66.85387
312123c,83.78158
312124c,62.157623
312125c,129.42462
312126c,86.6906
312129c,52.892467
312130c,68.009346
312131c,76.25669
312136b,81.91473
312137b,89.69198
312138b,196.78639
312139b,71.023994
312140b,73.18494
312141b,112.87679
312148b,84.9985
312149b,81.363525
312150b,1030.4945
312151b,73.48039
312152b,57.352787
312154b,73.943306
312155b,73.11694
312162b,65.72109
312163b,61.85277
312165b,100.8888
312166b,84.9289
312167b,53.512413
312167c,52.69302
312168b,71.14518
312169c,74.295204
312171b,135.44487
312175b,116.162865
312189b,58.31497
312190b,75.9013
312192b,61.026833
312194a,56.026016
312194b,69.864044
312194c,74.114075
312195b,92.572586
312197a,67.31921
312198b,49.448097
312199a,71.05617
312199b,71.08186
312201a,84.09712
312201b,84.27929
312203c,73.84942
312204c,77.959694
312213c,70.43452
312214c,82.78964
312215c,92.31255
312216c,226.3894
312217c,113.803024
312218c,65.835396
312223c,60.203682
312224c,76.51704
312226c,181.81631
312241c,71.62127
312242c,61.67635
312243c,65.24338
312244c,85.20862
312246b,9.96141
312247b,498.17023
312248b,77.469795
312249b,61.086254
312253b,93.69004
312254b,56.99739
312256c,136.20091
312258b,87.496376
312261b,54.162037
312264c,62.946445
312267c,54.54478
312268c,79.76574
312270c,72.10101
312273c,67.04959
312275c,23.729572
312279c,78.12635
312280c,128.40419
312281c,84.15802
312284c,68.88479
312285b,68.55087
312286b,75.153534
312286c,103.54183
312287b,74.00055
312287c,69.61898
312288b,77.45697
312288c,61.12482
312289a,109.14501
312289b,90.8907
312291a,55.3898
312295a,275.9778
312295c,52.30528
312298a,52.983467
312301c,74.22887
312302c,81.28538
312303b,74.78038
312309c,120.808266
312313b,84.01768
312313c,325.02533
312314b,54.692524
312316b,53.138744
312316c,840.13544
312322c,87.715195
312326b,51.289978
312340c,86.27477
312359a,46.75255
312361a,69.53435
312362a,61.200985
312363a,54.77243
312367a,267.05426
312369c,94.40166
312370c,97.409256
312376c,51.314705
312378c,80.861404
312381c,84.81333
312382c,73.43241
312383c,84.88734
312388c,215.82298
312389c,39.9716
312402c,78.479164
312403c,66.52451
312404c,72.2989
312406c,85.200714
312422c,250.69781
312423c,63.5346
312436c,81.37833
312437c,76.04947
312446c,59.84032
312447c,57.746986
312451c,50.046913
312459c,71.92852
312460c,35.76076
312461c,69.4741
312484c,81.41156
312517c,36.508488
312521c,71.18468
312522c,55.666416
312526c,74.26693
312527c,85.13092
312528c,72.85564
312531c,54.099216
312532c,43.364796
312533c,103.590225
312546c,60.89956
312549c,70.987885
312550c,101.451416
312559c,74.460335
312574c,59.606293
312575c,67.33961
312588c,65.77506
312611a,86.71045
312612a,90.23848
312612c,87.78422
312613c,111.286606
312614a,65.11299
312614c,57.126125
312615c,54.692524
312616c,59.889763
312617c,97.74451
312618a,78.89631
312618c,67.084045
312619c,89.26631
312633c,78.147385
312635c,76.44385
312638c,57.357224
312654c,52.35331
312657a,160.38454
312658a,94.74928
312659a,73.39228
312659c,96.02651
312660c,240.18286
312661c,132.0162
312665c,56.843086
312669c,188.72176
312670c,101.58098
312672c,126.07215
312681c,67.15171
312683c,47.989983
312685c,240.98433
312686c,162.1799
312689c,94.00018
312690c,61.857063
312693c,81.661644
312694c,53.642838
312695c,89.79741
312696c,64.196785
312698c,106.61292
312713c,32.018906
312722c,69.84739
312724c,844.22766
312725c,50.08191
312726c,127.395195
312727c,83.61483
312741c,35.279
312742c,58.69263
312745c,82.425285
312759c,86.57914
312760c,232.38254
312780a,67.689095
312782a,80.0387
312784a,63.865246
312784c,89.8814
312785c,88.87594
312786c,44.87761
312787a,96.317314
312787c,78.948265
312788a,66.387794
312789a,67.6738
312791a,73.225075
312791c,86.864334
312792a,99.29395
312792c,99.66427
312793a,62.415367
312793c,1020.7182
312794a,79.6581
312795a,60.03474
312797a,98.42778
312798a,61.235672
312799a,69.61692
312807c,60.667034
312808c,93.750656
312809c,53.494835
312810c,85.16581
312849a,55.613564
312851a,96.66965
312852a,49.443844
312853a,67.24751
312854a,83.13309
312856a,62.234776
312857a,88.63513
312859a,101.319824
312867a,450.00458
312869a,73.78761
312883c,119.51115
312905c,89.321
312911c,81.86298
312912c,62.955498
312916c,94.5078
312917c,67.512794
312919a,64.51442
312920c,56.37076
312921c,72.50332
312923a,91.543465
312923c,81.434
312924a,66.793304
312925a,113.06879
312926a,129.8876
312927a,80.57888
312929c,66.37131
312930c,180.18596
312931c,155.82967
312932c,623.493
312935c,79.23453
312936c,71.78488
312937c,67.72548
312938c,86.3524
312941c,40.59951
312942a,65.07119
312942c,49.533424
312943a,60.417194
312943c,85.517044
312944c,105.30159
312945a,105.932686
312948a,81.089134
312949a,69.4626
312952a,75.04722
312954a,79.29159
312957a,75.270485
312959a,105.4483
312960a,72.73411
312961a,61.131878
312962a,111.28226
312976a,76.751526
312976c,231.88113
312978a,90.68822
312980a,103.39779
312981a,76.1326
312982a,68.43216
312984a,60.29173
312985a,61.946514
312993a,85.2173
312995a,69.58319
312996a,54.07391
312997a,72.99894
312998a,64.45447
312999a,91.59928
313000a,63.078655
313001a,91.16362
313003a,57.753323
313004a,78.721214
313007a,-11.071169
313008a,74.49376
313008c,74.04702
313009a,81.34853
313009c,237.79626
313011a,488.29623
313012a,133.46724
313013a,63.260906
313013c,73.21226
313017a,67.7645
313017c,62.767975
313019a,49.970295
313021a,86.887535
313021c,69.03219
313026a,74.34502
313026c,46.39116
313027c,72.639786
313028c,75.65663
313030c,58.852943
313031c,95.30829
313032c,84.19201
313034c,71.24885
313036c,48.685825
313037c,74.37883
313041a,69.03183
313043c,50.848843
313044a,78.546524
313044c,301.82104
313046a,48.54995
313047a,65.3408
313048a,70.01042
313048c,61.304756
313050a,64.3955
313052a,65.1658
313053c,74.666725
313056a,79.708855
313057a,64.31269
313071c,219.61945
313095c,59.94322
313111c,73.406166
313115c,89.277466
313117c,56.45523
313118c,82.25976
313119c,69.04108
313120c,83.60721
313121c,67.4125
313125c,129.13586
313127c,85.877884
313128c,74.61457
313129c,64.30386
313131c,74.20401
313132c,300.9025
313134c,60.17221
313136c,455.7206
313137c,81.70546
313138c,65.63042
313139c,45.347923
313144c,71.81393
313145c,76.87827
313146c,112.47946
313149c,58.59926
313153c,53.417984
313155c,72.122505
313156c,172.09177
313157c,60.54931
313163a,369.6669
313165a,90.79766
313165c,70.96655
313166a,75.626076
313167a,59.12071
313168a,60.7247
313172c,59.829266
313173a,64.06576
313174a,810.03406
313175c,67.91426
313184c,69.2197
313187c,275.75128
313191c,448.65686
313193c,25.188831
313204c,677.97437
313205c,73.34815
313208c,58.701607
313214c,185.28305
313219c,66.14202
313221c,62.651604
313223c,42.435684
313224c,923.8532
313226c,44.543064
313227c,1046.5774
313229c,707.005
313241a,45.730274
313242a,82.71264
313248c,170.9123
313249c,262.8545
313306c,93.844894
313307c,87.957405
313310c,57.045033
313311c,48.968185
313313c,115.76686
313314c,64.369804
313315c,60.708385
313317c,91.541374
313322c,53.22133
313324c,79.75416
313325c,187.89651
313333c,83.8042
313338c,353.3671
313339c,110.651825
313340c,74.39386
313341c,59.443058
313342c,77.02723
313343c,57.01067
313344c,67.928215
313348c,67.283585
313349c,61.406967
313351c,381.44757
313352c,87.07718
313358c,45.850307
313359c,306.21066
313361c,80.84456
313366c,70.021774
313367c,90.96927
313369c,80.63081
313370c,83.97795
313371c,128.1933
313372c,74.39523
313374c,83.155945
313375c,167.74348
313376c,104.805984
313378c,64.08439
313381c,64.52304
313382c,726.1437
313435c,69.209366
313436c,1094.7539
313439c,78.087456
313440c,60.7764
313444c,98.60072
313445c,63.52133
313448c,75.88381
313451c,82.788536
313461c,55.424034
313462c,106.78051
313463c,87.18168
313464c,82.09149
313466c,70.09252
313483c,25.591171
313484c,171.08652
313485c,264.7106
313487c,659.3581
313488c,89.81817
313490c,51.78042
313497c,120.13394
313498c,88.6715
313499c,98.30553
313501c,56.182358
313503c,50.66821
313504c,96.62966
313506c,684.6757
313507c,1056.9021
313510c,96.3093
313511c,74.81464
313515c,91.018974
313519c,103.143394
313527c,626.90485
313529c,153.80385
313532c,71.64034
313534c,0.38043585
313536c,60.383865
313537c,110.333466
313573c,100.971924
313574c,235.75815
313576c,54.584793
313603c,44.222782
313604c,100.069565
313662c,77.004845
313665c,50.6254
313666c,653.7762
313667c,637.80457
313672c,68.808
313674a,69.91119
313675c,94.09978
313676c,111.03419
313678c,58.71143
313680c,61.123833
313682c,19.397602
313687c,81.66018
313690c,64.72964
313691c,80.90458
313693c,61.282345
313697c,36.987553
313698c,88.21943
313699c,100.90366
313700c,72.65617
313701c,120.38382
313707c,96.486404
313708c,75.409546
313711c,47.49042
313713c,66.50826
313739c,32.8128
313740c,77.798676
313741c,80.27644
313742c,57.861416
313746c,95.21595
313747c,112.877846
313748c,250.48569
313749c,63.302223
313750c,79.90126
313751c,13.53662
313758c,93.29403
313760c,80.49499
313761c,86.65497
313762a,318.09375
313762c,71.10425
313763c,-41.304264
313765a,56.795536
313768a,65.76031
313771a,138.67378
313778c,100.5552
313779c,99.31929
313780c,80.59227
313781c,165.05472
313782c,73.21259
313788c,73.68279
313790c,104.067924
313792c,78.96062
313793c,64.90963
313795c,71.331215
313796c,-4.868569
313798c,342.81107
313800c,82.91841
313801c,706.7819
313802c,111.46192
313803c,104.802414
313808c,60.40234
313815c,65.210884
313822c,66.80558
313823a,66.31511
313823c,59.48748
313824a,60.994843
313824c,1058.551
313825c,90.75987
313826c,95.43819
313827c,123.34804
313828a,82.35284
313828c,131.67523
313829a,55.36005
313830a,85.925545
313832c,76.959465
313833a,84.381096
313833c,48.14543
313834a,66.01167
313834c,61.65638
313835c,-34.05023
313836c,67.79233
313837a,113.7042
313839c,64.48906
313840c,185.42618
313843c,220.07106
313899c,120.280426
313901c,74.73889
313906c,115.81682
313907c,258.08508
313910c,83.2284
313911c,59.80277
313912c,64.773544
313914c,59.776657
313915c,50.567707
313916c,75.57224
313917c,69.594696
313918c,59.139538
313937c,44.322865
313938c,66.627304
313940c,73.167915
313943c,101.05849
313952c,86.61368
313953c,66.831406
313955c,75.955605
313957c,70.79619
313985c,87.068756
313986c,98.969666
313988c,63.05386
313989c,106.54294
313991c,46.46803
313996c,57.8776
313997c,160.33063
313999c,256.48315
314000c,28.911243
314001c,71.68137
314002c,68.43506
314003c,59.80625
314004c,79.97508
314005c,78.86473
314008c,73.738594
314009c,71.63758
314015c,94.99827
314016c,67.88277
314018c,122.16605
314022c,79.120445
314023c,72.68903
314026c,77.61787
314027c,132.6296
314029c,92.90706
314031c,64.31119
314032c,358.49524
314034c,61.14071
314035c,74.17381
314036c,79.11195
314037c,94.4407
314038c,96.60113
314040c,64.59819
314042c,11.0060005
314045c,52.825092
314049c,59.944996
314050c,149.25089
314051c,58.66538
314052c,132.36472
314058c,86.19888
314062a,89.55309
314066a,94.16115
314067a,64.61914
314072a,120.2518
314110c,88.93834
314113a,146.35739
314113c,76.285835
314114c,48.090057
314115c,235.22868
314116c,84.412605
314117c,39.919846
314118c,68.65132
314122c,61.205452
314123c,56.199673
314124c,51.98897
314148c,89.71824
314150c,102.45145
314152c,87.4004
314153c,76.8785
314154c,90.688896
314155c,71.673
314156c,76.33611
314157c,46.518997
314158c,106.7181
314159c,81.02199
314160c,66.07636
314161c,84.5368
314164c,89.42128
314165c,95.22695
314167c,86.56877
314168c,89.5801
314176c,81.11699
314177c,87.364365
314178c,73.66042
314182c,68.717514
314183c,71.53057
314186c,56.36845
314188c,98.58816
314192c,72.18091
314226c,101.98513
314227c,62.702732
314228c,64.011856
314229a,126.74445
314229c,760.08594
314230a,241.58833
314230c,99.27801
314232c,80.985565
314233a,76.614365
314233c,89.17938
314235c,70.26303
314237a,128.75099
314237c,54.120205
314240c,153.7473
314242c,103.068146
314244a,68.58269
314245a,47.58123
314245c,11.963763
314246a,69.39316
314246c,98.6611
314247a,51.535908
314247c,68.56593
314249a,50.9347
314250a,53.62716
314251c,81.34898
314254c,1038.6381
314256c,62.50358
314257c,303.62143
314258c,75.02019
314259c,174.44669
314272c,90.26316
314274c,55.967693
314275c,66.25301
314276c,112.10125
314277c,65.71661
314278c,61.339046
314279c,65.56695
314282c,24.498276
314283c,243.18146
314284c,71.17767
314288c,92.01763
314289c,135.64648
314290a,59.339634
314291c,88.64465
314292c,241.6855
314294a,65.74225
314295a,65.57384
314296a,92.06522
314298a,75.74932
314299a,74.43623
314300a,98.60868
314301c,129.91911
314302a,90.09603
314303a,50.93025
314304a,139.0102
314304c,86.24831
314306c,293.9854
314307c,50.161354
314308a,72.45021
314308c,68.8277
314310c,30.264994
314311c,57.63704
314312c,68.66513
314313a,115.38344
314317c,36.53404
314318c,91.37215
314322c,-19.348589
314334c,28.867735
314337c,160.27545
314343c,78.79115
314344c,27.294415
314345c,68.28047
314346c,60.090836
314347c,38.46074
314349c,83.858086
314350c,87.18688
314351c,552.94025
314354a,71.58197
314358a,71.49781
314359a,66.926895
314360a,71.480034
314361a,1054.358
314363a,55.869217
314377a,73.13029
314379a,73.40249
314381a,79.037
314382a,41.37075
314387a,64.02599
314388a,195.24039
314389a,106.01741
314392a,47.11971
314393a,73.70629
314394a,68.81665
314395a,75.38067
314396a,63.489388
314397a,67.80771
314407c,62.02283
314408a,70.49573
314409a,72.34414
314413a,81.972855
314414a,276.84808
